pmid
21041580
20945505
21811110
22037893
22262596
22683994
22692254
22929992
23015364
21878461
23329543
23396660
23408560
23571771
23648805
23670723
23774519
24117144
24166220
24166222
24166223
24166224
24166225
24166226
24166227
24166228
24166229
24166230
24166231
24166232
24166233
24166234
24166235
24235108
24448022
24551366
25083251
25328363
23900808
24068252
24526267
24635221
24713590
24780722
24821737
24985530
25187016
25187018
25250527
25848597
25848603
26052957
25670757
25730525
25848530
25887092
25992385
26041386
26055920
26068584
26092163
26116429
26153397
26262116
26306268
26448797
26515501
26958207
24685766
26527579
26559926
26879560
26893951
26970249
27014709
27016383
27099532
27174893
27193236
27226264
27274072
27418432
27592566
27600407
27713905
27764192
27891528
27940627
27989817
28154833
28269868
28503249
27993747
28103227
28124262
28225746
28261525
28270198
28379377
28392100
28398525
28448895
28456512
28479543
28681416
28776047
28780741
28815104
28823923
28903729
29063555
29081385
29232365
29295138
29295227
29295240
29295408
29755826
29854108
29881733
29881736
28815480
28898514
29036387
29040596
29157113
29218922
29365340
29389968
29468602
29495212
29531023
29687963
29718407
29726424
29735409
29760661
29779949
29786922
29888090
29920885
29938883
29939268
30010902
30016814
30082302
30085008
30100761
30172760
30306907
30306935
30395248
30421323
30480666
30526572
30540837
30646124
30815088
30815195
30738946
30753493
30762164
30771218
30779778
30857412
30912749
30937326
30942734
30943974
31054141
31065558
31066478
31104738
31214700
31238109
31304370
31307128
31325501
31365089
31368080
31369862
31386904
31436848
31437920
31437950
31438202
31438258
31438365
31438371
31445247
31456304
31483279
31494719
31542521
31545380
31553307
31581246
31596493
31633087
31645076
31668726
31837755
31851711
32308871
38229379
31592524
31642211
31651956
31797639
31866433
31900133
31910437
31914471
31923062
31926440
31937652
31939079
31951272
31956997
31970824
32053653
32065600
32133717
32134687
32162687
32185437
32220411
32229499
32293578
32313838
32334104
32335224
32338068
32374408
32375693
32399991
32411828
32431551
32458499
32470694
32477256
32477631
32477663
32477694
32479175
32484782
32492716
32500272
32524701
32530430
32531725
32570362
32570366
32570675
32626900
32632237
32727740
32771540
32781983
32819037
32827027
32864472
32864627
32909033
32916988
32947205
33008368
33011645
33020582
33021486
33023798
33024121
33027834
33083538
33107944
33114631
33177037
33295294
33352870
33367288
33936396
33936474
33936520
35253022
31953884
32134536
32196874
32691386
32805036
33097389
33099844
33211841
33260201
33336320
33342753
33367863
33402543
33404595
33411620
33454352
33475213
33506478
33536436
33549087
33554609
33611874
33661754
33674830
33705440
33712854
33720842
33725121
33775125
33782494
33783361
33813032
33825838
33830834
33841914
33882595
33887457
33963368
33975825
33982938
33987667
33993254
34001114
34030640
34032695
34042637
34042721
34042723
34042737
34042774
34042878
34042902
34049958
34057426
34068814
34079378
34085538
34142015
34151259
34174396
34185008
34214696
34255046
34267326
34272262
34284037
34287211
34291033
34294093
34304580
34313749
34315156
34329583
34333606
34380168
34389867
34397515
34454423
34457154
34496418
34514354
34519186
34524714
34535723
34545823
34545824
34552139
34560604
34583416
34609454
34640472
34673922
34714250
34727871
34773936
34795073
34795074
34795082
34795096
34831777
34860667
34899334
34904958
34911976
34930903
34937726
34952871
35046809
35308947
35727911
37674813
33735862
34392386
34571200
34590684
34642814
34785397
34841975
34870731
34952111
34970858
35012410
35040608
35045179
35077901
35094685
35115001
35172995
35191114
35204354
35211336
35212277
35249830
35275076
35276502
35292697
35297548
35313835
35323951
35345821
35354802
35362796
35390589
35392566
35396302
35404974
35426943
35429722
35435957
35460296
35475536
35482996
35492806
35511233
35559254
35570298
35570696
35571357
35576963
35576979
35579813
35579818
35589253
35589549
35593971
35606846
35612079
35612098
35612106
35612126
35614485
35631157
35653017
35672970
35672974
35673206
35680274
35685531
35701668
35705182
35715561
35728447
35752163
35754470
35773820
35773924
35780114
35786634
35790207
35810265
35849195
35852842
35854720
35873596
35911666
35962355
35966642
35995107
35998640
35998962
36029954
36033822
36073478
36084453
36085809
36089199
36106377
36108816
36128510
36130711
36188566
36207711
36227072
36227638
36233137
36251369
36283581
36288813
36303318
36307424
36315520
36322788
36324116
36389281
36406796
36471238
36475285
36478647
36555858
36845321
37128407
37128452
37128466
37318234
37632892
35933465
36123617
36190338
36226360
36264262
36395615
36468484
36563487
36595527
36632328
36642826
36692805
36696128
36696159
36795690
36803587
36826399
36884279
36908465
36935011
36976448
36977531
36991144
37023843
37025303
37033623
37033631
37034358
37041475
37087110
37130601
37167578
37172152
37181728
37190737
37190741
37203475
37203486
37203488
37203528
37203580
37203598
37203625
37203630
37203671
37203683
37208468
37224727
37267810
37305615
37309694
37321588
37328600
37350911
37361151
37364547
37366649
37387003
37387004
37387019
37409312
37418391
37442314
37447187
37449050
37459703
37507616
37535410
37587084
37596918
37598737
37603402
37608699
37621207
37627087
37697861
37703800
37724311
37725377
37734898
37769828
37774908
37794003
37804398
37811595
37829182
37853326
37860059
37869827
37942786
37952118
37955965
37957229
38025162
38027579
38028730
38046363
38058679
38061012
38062352
38064251
38105303
38113207
38222329
38222375
38222429
38235322
38283835
36461620
37169362
37414703
37710363
37876360
38009855
38010062
38035971
38158381
38166330
38175665
38219763
38269685
38269763
38269767
38269786
38269823
38269952
38270038
38280887
38315345
38326827
38347885
38349850
38357585
38365848
38387992
38408983
38412331
38413124
38421482
38425704
38432534
38433286
38472144
38501749
38509500
38519026
38556812
38572301
38590890
38593431
38596781
38614106
38626510
38635655
38658170
38660421
38682500
38682513
38690224
38716090
38749529
38767857
38773798
38777085
38792452
38806105
38818114
38818399
38820647
38836701
38854711
38882578
38893186
38903818
38909216
38923168
38934643
38944260
38964369
38968598
38985896
38996330
39043402
39049393
39075459
39075527
39088253
39140273
39143600
39153282
39153995
39174009
39176482
39176503
39176511
39176517
39176535
39176618
39176625
39176639
39176643
39176649
39176650
39176696
39176707
39176716
39176723
39176749
39178364
39185338
39197980
39251861
39258156
39274317
39300043
39331952
39379683
39425718
39430337
39459008
39463847
39484687
39486857
39489875
39532529
39538369
39551922
39552716
39565915
39569020
39575802
39576284
39587821
39591197
39626797
39631779
39657951
39662181
39702578
39711680
39720603
39724470
39724693
39727091
39732354
39733180
39739635
39753061
39761272
39787902
39789235
39789670
39797103
39805811
39810200
39820599
39824520
39837828
39857110
39870920
39884366
39888618
39896425
39904407
39913942
39949611
39950235
39962485
39973032
39975698
39976940
39983051
39993315
40012646
40034827
40036958
40055683
40102084
40107446
40121766
40124300
40146162
40146872
40151318
40158304
40167184
40169005
40169354
40173432
40185784
40189628
